"run"	"sample"	"sample_type"	"habitat"	"mock_type"	"marker"
"Arm02"	"Ban2_3_B5"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Tpos_Ali3c_Arm02"	"mock"	"terrestrial"	"Ali3"	"IIICBR"
"Arm02"	"Ban2_3_B6"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban2_3_B7"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban2_3_B8"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban2_3_B9"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban2_3_500"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban2_3_100"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_1_"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_1_500"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_1_100"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_2_"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Tpos_Ali3d_Arm02"	"mock"	"terrestrial"	"Ali3"	"IIICBR"
"Arm02"	"Ban3_2_500"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_2_100"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_3_T1"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_3_T2"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_3_T3"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_3_T4"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_3_T5"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_3_T6"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_3_T7"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_3_T8"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Tpos_Ali3e_Arm02"	"mock"	"terrestrial"	"Ali3"	"IIICBR"
"Arm02"	"Ban3_3_T9"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_3_B2"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_3_B3"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Tpos_Ali3f_Arm02"	"mock"	"terrestrial"	"Ali3"	"IIICBR"
"Arm02"	"Ban3_3_B4"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_3_B5"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_3_B6"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_3_B7"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_3_B8"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_3_B9"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_3_500"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban3_3_100"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban4_1"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban4_1_500"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Ban4_1_100"	"real"	"marin"	"NA"	"IIICBR"
"Arm02"	"Tneg_pcr_Arm02"	"negatif"	"NA"	"NA"	"IIICBR"
"Arm02"	"Tneg_ext_ES01_Arm02"	"negatif"	"NA"	"NA"	"IIICBR"
"Arm02"	"Tneg_pai_ES01_Arm02"	"negatif"	"NA"	"NA"	"IIICBR"
"Arm02"	"Tneg_ext_ES02_Arm02"	"negatif"	"NA"	"NA"	"IIICBR"
"Arm02"	"Tneg_pai_ES02_Arm02"	"negatif"	"NA"	"NA"	"IIICBR"
"Arm02"	"Tneg_ext_ES03_Arm02"	"negatif"	"NA"	"NA"	"IIICBR"
"Arm02"	"Tneg_pai_ES03_Arm02"	"negatif"	"NA"	"NA"	"IIICBR"
"Arm02"	"Tneg_ext_ES04_Arm02"	"negatif"	"NA"	"NA"	"IIICBR"
"Arm02"	"Tneg_pai_ES04_Arm02"	"negatif"	"NA"	"NA"	"IIICBR"
"Arm04"	"Vil_4_2"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_2_500a"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Tpos_Ali3_ARM04a"	"mock"	"terrestrial"	"Ali3"	"IIICBR"
"Arm04"	"Vil_4_2_100a"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_3_T1"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_3_T2"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_3_T3"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_3_T4"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_3_T5"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_3_T6"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_3_T7"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_3_T8"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_3_T9"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_3_B2"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_3_B3"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_3_B4"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_3_B5"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_3_B6"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_3_B7"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_3_B8"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_3_B9"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_3_500"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Tpos_Ali3_ARM04b"	"mock"	"terrestrial"	"Ali3"	"IIICBR"
"Arm04"	"Vil_4_3_100"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"empty"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_3_3_To"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Tpos_Mar3_ARM04a"	"mock"	"marin"	"Mar3"	"IIICBR"
"Arm04"	"Vil_3_3_Tc"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_3_3_Bo_"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_3_3_Bc"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_3_3_9t"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_3_3_100"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_3_3_500"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_2_To"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_2_Tc"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_2_Bo"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_2_Bc"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_2_9T"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_2_100b"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Vil_4_2_500b"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_1_1_To"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_1_1_Tc"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_1_1_Bo"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_1_1_Bc"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_1_1_9t"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_1_1_100"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Tpos_Mar3_ARM04b"	"mock"	"marin"	"Mar3"	"IIICBR"
"Arm04"	"Ban_1_1_500"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_1_2_100"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Tpos_Ali3_ARM04c"	"mock"	"terrestrial"	"Ali3"	"IIICBR"
"Arm04"	"Ban_1_2_500"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_1_2_To"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_1_2_Tc"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_1_2_Bo_"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_1_2_Bc"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_1_2_9t"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_1_3_To"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_1_3_Tc"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_1_3_Bo"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_1_3_Bc"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Tpos_Ali3_ARM04d"	"mock"	"terrestrial"	"Ali3"	"IIICBR"
"Arm04"	"Ban_1_3_9t"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_1_3_100"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_1_3_500"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_1_To"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_1_Tc"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_1_Bo"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_1_Bc"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_1_9t"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_1_100"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_1_500"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Tpos_Ali3_ARM04e"	"mock"	"terrestrial"	"Ali3"	"IIICBR"
"Arm04"	"Ban_4_2_To"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_2_Tc"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_2_Bo"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Tpos_Ali3_ARM04f"	"mock"	"terrestrial"	"Ali3"	"IIICBR"
"Arm04"	"Ban_4_2_Bc"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_2_9t"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_2_100"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_2_500"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_3_To"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_3_Tc"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_3_Bo"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_3_Bc"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_3_9t"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_3_100"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Ban_4_3_500"	"real"	"marin"	"NA"	"IIICBR"
"Arm04"	"Tneg_pcr_ARM04"	"negatif"	"NA"	"NA"	"IIICBR"
"Arm04"	"Tneg_ext_ES01_ARM04"	"negatif"	"NA"	"NA"	"IIICBR"
"Arm04"	"Tneg_pai_ES01_ARM04"	"negatif"	"NA"	"NA"	"IIICBR"
"Arm04"	"Tneg_ext_ES02_ARM04"	"negatif"	"NA"	"NA"	"IIICBR"
"Arm04"	"Tneg_pai_ES02_ARM04"	"negatif"	"NA"	"NA"	"IIICBR"
"Arm04"	"Tneg_ext_ES03_ARM04"	"negatif"	"NA"	"NA"	"IIICBR"
"Arm04"	"Tneg_pai_ES03_ARM04"	"negatif"	"NA"	"NA"	"IIICBR"
"Arm04"	"Tneg_ext_ES04_ARM04"	"negatif"	"NA"	"NA"	"IIICBR"
"Arm04"	"Tneg_pai_ES04_ARM04"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"MN01Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MN02Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Tpos_Ali1Phu"	"mock"	"terrestrial"	"Ali1"	"IIICBR"
"TEST1"	"MN03Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MN04Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MN05Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MN06Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MN07Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MN08Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MN09Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MN10Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF104Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF105Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF106Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF107Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF201Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF202Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF203Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF204Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF205Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF208Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF209Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Tpos_Ali2Phu"	"mock"	"terrestrial"	"Ali2"	"IIICBR"
"TEST1"	"MF210Phu"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MN01QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MN02QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Tpos_Ali1aQM"	"mock"	"terrestrial"	"Ali1"	"IIICBR"
"TEST1"	"MN03QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MN04QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MN05QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MN06QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MN07QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MN08QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MN09QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MN10QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF104QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF105QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF106QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF107QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF201QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF202QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF203QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF204QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF205QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF208QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"MF209QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Tpos_Ali2aQM"	"mock"	"terrestrial"	"Ali2"	"IIICBR"
"TEST1"	"MF210QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1001QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Tpos_Mar1QM"	"mock"	"marin"	"Mar1"	"IIICBR"
"TEST1"	"Epi1002QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1003QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1004QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1005QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1006QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1007QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1008QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1009QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1010QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1011QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Tpos_Ali1bQM"	"mock"	"terrestrial"	"Ali1"	"IIICBR"
"TEST1"	"Epi1012QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1201QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1202QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1203QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1204QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1207QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1208QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1209QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1210QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1211QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Tpos_Mar2QM"	"mock"	"marin"	"Mar2"	"IIICBR"
"TEST1"	"Epi1215QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1216QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Epi1217QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Tpos_Ali2bQM"	"mock"	"terrestrial"	"Ali2"	"IIICBR"
"TEST1"	"Epi1218QM"	"real"	"marin"	"NA"	"IIICBR"
"TEST1"	"Tneg_extEC2QM"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"Tneg_paiEC2QM"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"Tneg_paiEC1QM"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"Tneg_extMNQM"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"Tneg_paiMNQM"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"Tneg_extMF1QM"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"Tneg_paiMF1QM"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"Tneg_extMF2QM"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"Tneg_paiMF2QM"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"Tneg_extEC1QM"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"Tneg_pcrQM"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"Tneg_extMNPhu"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"Tneg_paiMNPhu"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"Tneg_extMF1Phu"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"Tneg_paiMF1Phu"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"Tneg_extMF2Phu"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"Tneg_paiMF2Phu"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"Tneg_extEC1Phu"	"negatif"	"NA"	"NA"	"IIICBR"
"TEST1"	"Tneg_pcrPhu"	"negatif"	"NA"	"NA"	"IIICBR"
